Phi[deg],Theta[deg],dB(GainLHCP),dB(GainRHCP)
-113,-180,-4.29311,-12.8137
-112,-180,-4.29311,-12.8137
-111,-180,-4.29311,-12.8137
-110,-180,-4.29311,-12.8137
-109,-180,-4.29311,-12.8137
-108,-180,-4.29311,-12.8137
-107,-180,-4.29311,-12.8137
-106,-180,-4.29311,-12.8137
-105,-180,-4.29311,-12.8137
-104,-180,-4.29311,-12.8137
-103,-180,-4.29311,-12.8137
-102,-180,-4.29311,-12.8137
-101,-180,-4.29311,-12.8137
-100,-180,-4.29311,-12.8137
-99,-180,-4.29311,-12.8137
-98,-180,-4.29311,-12.8137
-97,-180,-4.29311,-12.8137
-96,-180,-4.29311,-12.8137
-95,-180,-4.29311,-12.8137
-94,-180,-4.29311,-12.8137
-93,-180,-4.29311,-12.8137
-92,-180,-4.29311,-12.8137
-91,-180,-4.29311,-12.8137
-90,-180,-4.29311,-12.8137
-89,-180,-4.29311,-12.8137
-88,-180,-4.29311,-12.8137
-87,-180,-4.29311,-12.8137
-86,-180,-4.29311,-12.8137
-85,-180,-4.29311,-12.8137
-84,-180,-4.29311,-12.8137
-83,-180,-4.29311,-12.8137
-82,-180,-4.29311,-12.8137
-81,-180,-4.29311,-12.8137
-80,-180,-4.29311,-12.8137
-79,-180,-4.29311,-12.8137
-78,-180,-4.29311,-12.8137
-77,-180,-4.29311,-12.8137
-76,-180,-4.29311,-12.8137
-75,-180,-4.29311,-12.8137
-74,-180,-4.29311,-12.8137
-73,-180,-4.29311,-12.8137
-72,-180,-4.29311,-12.8137
-71,-180,-4.29311,-12.8137
-70,-180,-4.29311,-12.8137
-69,-180,-4.29311,-12.8137
-68,-180,-4.29311,-12.8137
-67,-180,-4.29311,-12.8137
-66,-180,-4.29311,-12.8137
-65,-180,-4.29311,-12.8137
-64,-180,-4.29311,-12.8137
-63,-180,-4.29311,-12.8137
-62,-180,-4.29311,-12.8137
-61,-180,-4.29311,-12.8137
-60,-180,-4.29311,-12.8137
-59,-180,-4.29311,-12.8137
-58,-180,-4.29311,-12.8137
-57,-180,-4.29311,-12.8137
-56,-180,-4.29311,-12.8137
-55,-180,-4.29311,-12.8137
-54,-180,-4.29311,-12.8137
-53,-180,-4.29311,-12.8137
-52,-180,-4.29311,-12.8137
-51,-180,-4.29311,-12.8137
-50,-180,-4.29311,-12.8137
-49,-180,-4.29311,-12.8137
-48,-180,-4.29311,-12.8137
-47,-180,-4.29311,-12.8137
-46,-180,-4.29311,-12.8137
-45,-180,-4.29311,-12.8137
-44,-180,-4.29311,-12.8137
-43,-180,-4.29311,-12.8137
-42,-180,-4.29311,-12.8137
-41,-180,-4.29311,-12.8137
-40,-180,-4.29311,-12.8137
-39,-180,-4.29311,-12.8137
-38,-180,-4.29311,-12.8137
-37,-180,-4.29311,-12.8137
-36,-180,-4.29311,-12.8137
-35,-180,-4.29311,-12.8137
-34,-180,-4.29311,-12.8137
-33,-180,-4.29311,-12.8137
-32,-180,-4.29311,-12.8137
-31,-180,-4.29311,-12.8137
-30,-180,-4.29311,-12.8137
-29,-180,-4.29311,-12.8137
-28,-180,-4.29311,-12.8137
-27,-180,-4.29311,-12.8137
-26,-180,-4.29311,-12.8137
-25,-180,-4.29311,-12.8137
-24,-180,-4.29311,-12.8137
-23,-180,-4.29311,-12.8137
-22,-180,-4.29311,-12.8137
-21,-180,-4.29311,-12.8137
-20,-180,-4.29311,-12.8137
-19,-180,-4.29311,-12.8137
-18,-180,-4.29311,-12.8137
-17,-180,-4.29311,-12.8137
-16,-180,-4.29311,-12.8137
-15,-180,-4.29311,-12.8137
-14,-180,-4.29311,-12.8137
-13,-180,-4.29311,-12.8137
-12,-180,-4.29311,-12.8137
-11,-180,-4.29311,-12.8137
-10,-180,-4.29311,-12.8137
-9,-180,-4.29311,-12.8137
-8,-180,-4.29311,-12.8137
-7,-180,-4.29311,-12.8137
-6,-180,-4.29311,-12.8137
-5,-180,-4.29311,-12.8137
-4,-180,-4.29311,-12.8137
-3,-180,-4.29311,-12.8137
-2,-180,-4.29311,-12.8137
-1,-180,-4.29311,-12.8137
0,-180,-4.29311,-12.8137
1,-180,-4.29311,-12.8137
2,-180,-4.29311,-12.8137
3,-180,-4.29311,-12.8137
4,-180,-4.29311,-12.8137
5,-180,-4.29311,-12.8137
6,-180,-4.29311,-12.8137
7,-180,-4.29311,-12.8137
8,-180,-4.29311,-12.8137
9,-180,-4.29311,-12.8137
10,-180,-4.29311,-12.8137
11,-180,-4.29311,-12.8137
12,-180,-4.29311,-12.8137
13,-180,-4.29311,-12.8137
14,-180,-4.29311,-12.8137
15,-180,-4.29311,-12.8137
16,-180,-4.29311,-12.8137
17,-180,-4.29311,-12.8137
18,-180,-4.29311,-12.8137
19,-180,-4.29311,-12.8137
20,-180,-4.29311,-12.8137
21,-180,-4.29311,-12.8137
22,-180,-4.29311,-12.8137
23,-180,-4.29311,-12.8137
24,-180,-4.29311,-12.8137
25,-180,-4.29311,-12.8137
26,-180,-4.29311,-12.8137
27,-180,-4.29311,-12.8137
28,-180,-4.29311,-12.8137
29,-180,-4.29311,-12.8137
30,-180,-4.29311,-12.8137
31,-180,-4.29311,-12.8137
32,-180,-4.29311,-12.8137
33,-180,-4.29311,-12.8137
34,-180,-4.29311,-12.8137
35,-180,-4.29311,-12.8137
36,-180,-4.29311,-12.8137
37,-180,-4.29311,-12.8137
38,-180,-4.29311,-12.8137
39,-180,-4.29311,-12.8137
40,-180,-4.29311,-12.8137
41,-180,-4.29311,-12.8137
42,-180,-4.29311,-12.8137
43,-180,-4.29311,-12.8137
44,-180,-4.29311,-12.8137
45,-180,-4.29311,-12.8137
46,-180,-4.29311,-12.8137
47,-180,-4.29311,-12.8137
48,-180,-4.29311,-12.8137
49,-180,-4.29311,-12.8137
50,-180,-4.29311,-12.8137
51,-180,-4.29311,-12.8137
52,-180,-4.29311,-12.8137
53,-180,-4.29311,-12.8137
54,-180,-4.29311,-12.8137
55,-180,-4.29311,-12.8137
56,-180,-4.29311,-12.8137
57,-180,-4.29311,-12.8137
58,-180,-4.29311,-12.8137
59,-180,-4.29311,-12.8137
60,-180,-4.29311,-12.8137
61,-180,-4.29311,-12.8137
62,-180,-4.29311,-12.8137
63,-180,-4.29311,-12.8137
64,-180,-4.29311,-12.8137
65,-180,-4.29311,-12.8137
66,-180,-4.29311,-12.8137
67,-180,-4.29311,-12.8137
68,-180,-4.29311,-12.8137
69,-180,-4.29311,-12.8137
70,-180,-4.29311,-12.8137
71,-180,-4.29311,-12.8137
72,-180,-4.29311,-12.8137
73,-180,-4.29311,-12.8137
74,-180,-4.29311,-12.8137
75,-180,-4.29311,-12.8137
76,-180,-4.29311,-12.8137
77,-180,-4.29311,-12.8137
78,-180,-4.29311,-12.8137
79,-180,-4.29311,-12.8137
80,-180,-4.29311,-12.8137
81,-180,-4.29311,-12.8137
82,-180,-4.29311,-12.8137
83,-180,-4.29311,-12.8137
84,-180,-4.29311,-12.8137
85,-180,-4.29311,-12.8137
86,-180,-4.29311,-12.8137
87,-180,-4.29311,-12.8137
88,-180,-4.29311,-12.8137
89,-180,-4.29311,-12.8137
90,-180,-4.29311,-12.8137
91,-180,-4.29311,-12.8137
92,-180,-4.29311,-12.8137
93,-180,-4.29311,-12.8137
94,-180,-4.29311,-12.8137
95,-180,-4.29311,-12.8137
96,-180,-4.29311,-12.8137
97,-180,-4.29311,-12.8137
98,-180,-4.29311,-12.8137
99,-180,-4.29311,-12.8137
100,-180,-4.29311,-12.8137
101,-180,-4.29311,-12.8137
102,-180,-4.29311,-12.8137
103,-180,-4.29311,-12.8137
104,-180,-4.29311,-12.8137
105,-180,-4.29311,-12.8137
106,-180,-4.29311,-12.8137
107,-180,-4.29311,-12.8137
108,-180,-4.29311,-12.8137
109,-180,-4.29311,-12.8137
110,-180,-4.29311,-12.8137
111,-180,-4.29311,-12.8137
112,-180,-4.29311,-12.8137
113,-180,-4.29311,-12.8137
114,-180,-4.29311,-12.8137
115,-180,-4.29311,-12.8137
116,-180,-4.29311,-12.8137
117,-180,-4.29311,-12.8137
118,-180,-4.29311,-12.8137
119,-180,-4.29311,-12.8137
120,-180,-4.29311,-12.8137
121,-180,-4.29311,-12.8137
122,-180,-4.29311,-12.8137
123,-180,-4.29311,-12.8137
124,-180,-4.29311,-12.8137
125,-180,-4.29311,-12.8137
126,-180,-4.29311,-12.8137
127,-180,-4.29311,-12.8137
128,-180,-4.29311,-12.8137
129,-180,-4.29311,-12.8137
130,-180,-4.29311,-12.8137
131,-180,-4.29311,-12.8137
132,-180,-4.29311,-12.8137
133,-180,-4.29311,-12.8137
134,-180,-4.29311,-12.8137
135,-180,-4.29311,-12.8137
136,-180,-4.29311,-12.8137
137,-180,-4.29311,-12.8137
138,-180,-4.29311,-12.8137
139,-180,-4.29311,-12.8137
140,-180,-4.29311,-12.8137
141,-180,-4.29311,-12.8137
142,-180,-4.29311,-12.8137
143,-180,-4.29311,-12.8137
144,-180,-4.29311,-12.8137
145,-180,-4.29311,-12.8137
146,-180,-4.29311,-12.8137
147,-180,-4.29311,-12.8137
148,-180,-4.29311,-12.8137
149,-180,-4.29311,-12.8137
150,-180,-4.29311,-12.8137
151,-180,-4.29311,-12.8137
152,-180,-4.29311,-12.8137
153,-180,-4.29311,-12.8137
154,-180,-4.29311,-12.8137
155,-180,-4.29311,-12.8137
156,-180,-4.29311,-12.8137
157,-180,-4.29311,-12.8137
158,-180,-4.29311,-12.8137
159,-180,-4.29311,-12.8137
160,-180,-4.29311,-12.8137
161,-180,-4.29311,-12.8137
162,-180,-4.29311,-12.8137
163,-180,-4.29311,-12.8137
164,-180,-4.29311,-12.8137
165,-180,-4.29311,-12.8137
166,-180,-4.29311,-12.8137
167,-180,-4.29311,-12.8137
168,-180,-4.29311,-12.8137
169,-180,-4.29311,-12.8137
170,-180,-4.29311,-12.8137
171,-180,-4.29311,-12.8137
172,-180,-4.29311,-12.8137
173,-180,-4.29311,-12.8137
174,-180,-4.29311,-12.8137
175,-180,-4.29311,-12.8137
176,-180,-4.29311,-12.8137
177,-180,-4.29311,-12.8137
178,-180,-4.29311,-12.8137
179,-180,-4.29311,-12.8137
180,-180,-4.29311,-12.8137
-180,-179,-4.29527,-12.7768
-179,-179,-4.29158,-12.7765
-178,-179,-4.28789,-12.7762
-177,-179,-4.28421,-12.776
-176,-179,-4.28053,-12.7757
-175,-179,-4.27685,-12.7755
-174,-179,-4.27317,-12.7753
-173,-179,-4.26951,-12.7751
-172,-179,-4.26585,-12.7749
-171,-179,-4.2622,-12.7748
-170,-179,-4.25856,-12.7746
-169,-179,-4.25493,-12.7745
-168,-179,-4.25131,-12.7744
-167,-179,-4.24771,-12.7742
-166,-179,-4.24412,-12.7741
-165,-179,-4.24054,-12.7741
-164,-179,-4.23698,-12.774
-163,-179,-4.23344,-12.774
-162,-179,-4.22992,-12.7739
-161,-179,-4.22642,-12.7739
-160,-179,-4.22294,-12.7739
-159,-179,-4.21948,-12.7739
-158,-179,-4.21604,-12.7739
-157,-179,-4.21263,-12.774
-156,-179,-4.20924,-12.774
-155,-179,-4.20588,-12.7741
-154,-179,-4.20254,-12.7741
-153,-179,-4.19924,-12.7742
-152,-179,-4.19596,-12.7743
-151,-179,-4.19271,-12.7745
-150,-179,-4.18949,-12.7746
-149,-179,-4.18631,-12.7747
-148,-179,-4.18316,-12.7749
-147,-179,-4.18004,-12.7751
-146,-179,-4.17695,-12.7753
-145,-179,-4.17391,-12.7755
-144,-179,-4.17089,-12.7757
-143,-179,-4.16792,-12.7759
-142,-179,-4.16499,-12.7761
-141,-179,-4.16209,-12.7764
-140,-179,-4.15923,-12.7767
-139,-179,-4.15642,-12.7769
-138,-179,-4.15365,-12.7772
-137,-179,-4.15091,-12.7775
-136,-179,-4.14823,-12.7778
-135,-179,-4.14559,-12.7782
-134,-179,-4.14299,-12.7785
-133,-179,-4.14044,-12.7789
-132,-179,-4.13793,-12.7792
-131,-179,-4.13547,-12.7796
-130,-179,-4.13307,-12.78
-129,-179,-4.13071,-12.7804
-128,-179,-4.12839,-12.7808
-127,-179,-4.12613,-12.7812
-126,-179,-4.12392,-12.7816
-125,-179,-4.12177,-12.782
-124,-179,-4.11966,-12.7825
-123,-179,-4.11761,-12.7829
-122,-179,-4.11561,-12.7834
-121,-179,-4.11366,-12.7838
-120,-179,-4.11177,-12.7843
-119,-179,-4.10994,-12.7848
-118,-179,-4.10816,-12.7853
-117,-179,-4.10643,-12.7858
-116,-179,-4.10477,-12.7863
-115,-179,-4.10316,-12.7868
-114,-179,-4.10161,-12.7874
-113,-179,-4.10012,-12.7879
-112,-179,-4.09868,-12.7884
-111,-179,-4.09731,-12.789
-110,-179,-4.09599,-12.7895
-109,-179,-4.09474,-12.7901
-108,-179,-4.09354,-12.7906
-107,-179,-4.09241,-12.7912
-106,-179,-4.09133,-12.7918
-105,-179,-4.09032,-12.7924
-104,-179,-4.08937,-12.793
-103,-179,-4.08848,-12.7936
-102,-179,-4.08765,-12.7942
-101,-179,-4.08689,-12.7948
-100,-179,-4.08619,-12.7954
-99,-179,-4.08555,-12.796
-98,-179,-4.08497,-12.7966
-97,-179,-4.08446,-12.7972
-96,-179,-4.08401,-12.7978
-95,-179,-4.08363,-12.7985
-94,-179,-4.08331,-12.7991
-93,-179,-4.08305,-12.7997
-92,-179,-4.08285,-12.8004
-91,-179,-4.08272,-12.801
-90,-179,-4.08266,-12.8016
-89,-179,-4.08265,-12.8023
-88,-179,-4.08272,-12.8029
-87,-179,-4.08284,-12.8036
-86,-179,-4.08303,-12.8042
-85,-179,-4.08328,-12.8049
-84,-179,-4.0836,-12.8055
-83,-179,-4.08398,-12.8062
-82,-179,-4.08442,-12.8068
-81,-179,-4.08493,-12.8075
-80,-179,-4.0855,-12.8081
-79,-179,-4.08614,-12.8088
-78,-179,-4.08683,-12.8095
-77,-179,-4.08759,-12.8101
-76,-179,-4.08841,-12.8108
-75,-179,-4.0893,-12.8114
-74,-179,-4.09024,-12.8121
-73,-179,-4.09125,-12.8127
-72,-179,-4.09232,-12.8134
-71,-179,-4.09345,-12.8141
-70,-179,-4.09464,-12.8147
-69,-179,-4.09589,-12.8154
-68,-179,-4.0972,-12.816
-67,-179,-4.09857,-12.8167
-66,-179,-4.1,-12.8173
-65,-179,-4.10149,-12.818
-64,-179,-4.10304,-12.8186
-63,-179,-4.10464,-12.8192
-62,-179,-4.10631,-12.8199
-61,-179,-4.10803,-12.8205
-60,-179,-4.1098,-12.8212
-59,-179,-4.11163,-12.8218
-58,-179,-4.11352,-12.8224
-57,-179,-4.11546,-12.8231
-56,-179,-4.11746,-12.8237
-55,-179,-4.11951,-12.8243
-54,-179,-4.12161,-12.8249
-53,-179,-4.12376,-12.8256
-52,-179,-4.12597,-12.8262
-51,-179,-4.12823,-12.8268
-50,-179,-4.13054,-12.8274
-49,-179,-4.13289,-12.828
-48,-179,-4.1353,-12.8286
-47,-179,-4.13776,-12.8292
-46,-179,-4.14026,-12.8298
-45,-179,-4.14281,-12.8304
-44,-179,-4.1454,-12.831
-43,-179,-4.14804,-12.8315
-42,-179,-4.15073,-12.8321
-41,-179,-4.15345,-12.8327
-40,-179,-4.15623,-12.8333
-39,-179,-4.15904,-12.8338
-38,-179,-4.16189,-12.8344
-37,-179,-4.16479,-12.8349
-36,-179,-4.16772,-12.8355
-35,-179,-4.17069,-12.836
-34,-179,-4.1737,-12.8366
-33,-179,-4.17675,-12.8371
-32,-179,-4.17983,-12.8377
-31,-179,-4.18295,-12.8382
-30,-179,-4.1861,-12.8387
-29,-179,-4.18928,-12.8392
-28,-179,-4.1925,-12.8397
-27,-179,-4.19575,-12.8402
-26,-179,-4.19902,-12.8407
-25,-179,-4.20233,-12.8412
-24,-179,-4.20566,-12.8417
-23,-179,-4.20903,-12.8422
-22,-179,-4.21241,-12.8427
-21,-179,-4.21583,-12.8431
-20,-179,-4.21926,-12.8436
-19,-179,-4.22272,-12.844
-18,-179,-4.2262,-12.8445
-17,-179,-4.2297,-12.8449
-16,-179,-4.23323,-12.8454
-15,-179,-4.23677,-12.8458
-14,-179,-4.24032,-12.8462
-13,-179,-4.2439,-12.8466
-12,-179,-4.24749,-12.847
-11,-179,-4.25109,-12.8474
-10,-179,-4.25471,-12.8478
-9,-179,-4.25834,-12.8482
-8,-179,-4.26198,-12.8486
-7,-179,-4.26563,-12.8489
-6,-179,-4.26929,-12.8493
-5,-179,-4.27296,-12.8497
-4,-179,-4.27663,-12.85
-3,-179,-4.28031,-12.8503
-2,-179,-4.284,-12.8507
-1,-179,-4.28768,-12.851
0,-179,-4.29137,-12.8513
1,-179,-4.29506,-12.8516
2,-179,-4.29875,-12.8519
3,-179,-4.30244,-12.8522
4,-179,-4.30613,-12.8525
5,-179,-4.30981,-12.8527
6,-179,-4.31349,-12.853
7,-179,-4.31716,-12.8532
8,-179,-4.32082,-12.8535
9,-179,-4.32448,-12.8537
10,-179,-4.32813,-12.8539
11,-179,-4.33177,-12.8541
12,-179,-4.33539,-12.8543
13,-179,-4.33901,-12.8545
14,-179,-4.34261,-12.8547
15,-179,-4.34619,-12.8549
16,-179,-4.34976,-12.855
17,-179,-4.35332,-12.8552
18,-179,-4.35685,-12.8553
19,-179,-4.36037,-12.8554
20,-179,-4.36386,-12.8555
21,-179,-4.36734,-12.8557
22,-179,-4.37079,-12.8557
23,-179,-4.37422,-12.8558
24,-179,-4.37762,-12.8559
25,-179,-4.381,-12.856
26,-179,-4.38435,-12.856
27,-179,-4.38768,-12.8561
28,-179,-4.39097,-12.8561
29,-179,-4.39424,-12.8561
30,-179,-4.39748,-12.8561
31,-179,-4.40068,-12.8561
32,-179,-4.40385,-12.8561
33,-179,-4.40699,-12.8561
34,-179,-4.4101,-12.856
35,-179,-4.41317,-12.856
36,-179,-4.4162,-12.8559
37,-179,-4.41919,-12.8558
38,-179,-4.42215,-12.8557
39,-179,-4.42507,-12.8556
40,-179,-4.42794,-12.8555
41,-179,-4.43078,-12.8554
42,-179,-4.43358,-12.8553
43,-179,-4.43633,-12.8551
44,-179,-4.43904,-12.855
45,-179,-4.4417,-12.8548
46,-179,-4.44432,-12.8546
47,-179,-4.44689,-12.8544
48,-179,-4.44942,-12.8542
49,-179,-4.4519,-12.854
50,-179,-4.45433,-12.8537
51,-179,-4.45671,-12.8535
52,-179,-4.45905,-12.8532
53,-179,-4.46133,-12.853
54,-179,-4.46356,-12.8527
55,-179,-4.46574,-12.8524
56,-179,-4.46786,-12.8521
57,-179,-4.46993,-12.8518
58,-179,-4.47195,-12.8514
59,-179,-4.47392,-12.8511
60,-179,-4.47583,-12.8507
61,-179,-4.47768,-12.8504
62,-179,-4.47948,-12.85
63,-179,-4.48122,-12.8496
64,-179,-4.4829,-12.8492
65,-179,-4.48453,-12.8488
66,-179,-4.4861,-12.8484
67,-179,-4.48761,-12.8479
68,-179,-4.48905,-12.8475
69,-179,-4.49044,-12.847
70,-179,-4.49177,-12.8466
71,-179,-4.49304,-12.8461
72,-179,-4.49425,-12.8456
73,-179,-4.4954,-12.8451
74,-179,-4.49648,-12.8446
75,-179,-4.49751,-12.8441
76,-179,-4.49847,-12.8436
77,-179,-4.49937,-12.843
78,-179,-4.5002,-12.8425
79,-179,-4.50097,-12.8419
80,-179,-4.50168,-12.8413
81,-179,-4.50233,-12.8408
82,-179,-4.50291,-12.8402
83,-179,-4.50343,-12.8396
84,-179,-4.50388,-12.839
85,-179,-4.50427,-12.8384
86,-179,-4.50459,-12.8377
87,-179,-4.50485,-12.8371
88,-179,-4.50505,-12.8365
89,-179,-4.50518,-12.8358
90,-179,-4.50525,-12.8352
91,-179,-4.50525,-12.8345
92,-179,-4.50519,-12.8338
93,-179,-4.50506,-12.8331
94,-179,-4.50487,-12.8325
95,-179,-4.50461,-12.8318
96,-179,-4.50429,-12.8311
97,-179,-4.5039,-12.8304
98,-179,-4.50345,-12.8297
99,-179,-4.50294,-12.8289
100,-179,-4.50236,-12.8282
101,-179,-4.50172,-12.8275
102,-179,-4.50101,-12.8268
103,-179,-4.50024,-12.826
104,-179,-4.49941,-12.8253
105,-179,-4.49852,-12.8245
106,-179,-4.49756,-12.8238
107,-179,-4.49654,-12.823
108,-179,-4.49546,-12.8223
109,-179,-4.49431,-12.8215
110,-179,-4.49311,-12.8208
111,-179,-4.49184,-12.82
112,-179,-4.49052,-12.8192
113,-179,-4.48913,-12.8185
114,-179,-4.48768,-12.8177
115,-179,-4.48618,-12.8169
116,-179,-4.48461,-12.8161
117,-179,-4.48299,-12.8154
118,-179,-4.48131,-12.8146
119,-179,-4.47957,-12.8138
120,-179,-4.47778,-12.813
121,-179,-4.47593,-12.8123
122,-179,-4.47402,-12.8115
123,-179,-4.47206,-12.8107
124,-179,-4.47004,-12.8099
125,-179,-4.46797,-12.8092
126,-179,-4.46585,-12.8084
127,-179,-4.46367,-12.8076
128,-179,-4.46145,-12.8068
129,-179,-4.45917,-12.8061
130,-179,-4.45684,-12.8053
131,-179,-4.45446,-12.8046
132,-179,-4.45203,-12.8038
133,-179,-4.44955,-12.8031
134,-179,-4.44703,-12.8023
135,-179,-4.44446,-12.8016
136,-179,-4.44184,-12.8008
137,-179,-4.43918,-12.8001
138,-179,-4.43647,-12.7994
139,-179,-4.43372,-12.7986
140,-179,-4.43093,-12.7979
141,-179,-4.4281,-12.7972
142,-179,-4.42522,-12.7965
143,-179,-4.4223,-12.7958
144,-179,-4.41935,-12.7951
145,-179,-4.41636,-12.7944
146,-179,-4.41333,-12.7938
147,-179,-4.41026,-12.7931
148,-179,-4.40716,-12.7924
149,-179,-4.40402,-12.7918
150,-179,-4.40085,-12.7911
151,-179,-4.39765,-12.7905
152,-179,-4.39441,-12.7899
153,-179,-4.39115,-12.7893
154,-179,-4.38785,-12.7886
155,-179,-4.38453,-12.788
156,-179,-4.38118,-12.7875
157,-179,-4.3778,-12.7869
158,-179,-4.3744,-12.7863
159,-179,-4.37097,-12.7857
160,-179,-4.36752,-12.7852
161,-179,-4.36405,-12.7847
162,-179,-4.36056,-12.7841
163,-179,-4.35704,-12.7836
164,-179,-4.35351,-12.7831
165,-179,-4.34996,-12.7826
166,-179,-4.34639,-12.7822
167,-179,-4.3428,-12.7817
168,-179,-4.3392,-12.7812
169,-179,-4.33559,-12.7808
170,-179,-4.33197,-12.7804
171,-179,-4.32833,-12.7799
172,-179,-4.32468,-12.7795
173,-179,-4.32103,-12.7791
174,-179,-4.31736,-12.7788
175,-179,-4.31369,-12.7784
176,-179,-4.31002,-12.7781
177,-179,-4.30633,-12.7777
178,-179,-4.30265,-12.7774
179,-179,-4.29896,-12.7771
180,-179,-4.29527,-12.7768
-180,-178,-4.2979,-12.7409
-179,-178,-4.29053,-12.7404
-178,-178,-4.28315,-12.7398
-177,-178,-4.27578,-12.7394
-176,-178,-4.26841,-12.7389
-175,-178,-4.26106,-12.7385
-174,-178,-4.25371,-12.7381
-173,-178,-4.24638,-12.7378
-172,-178,-4.23907,-12.7374
-171,-178,-4.23178,-12.7372
-170,-178,-4.2245,-12.7369
-169,-178,-4.21725,-12.7367
-168,-178,-4.21002,-12.7365
-167,-178,-4.20283,-12.7364
-166,-178,-4.19566,-12.7363
-165,-178,-4.18852,-12.7362
-164,-178,-4.18142,-12.7362
-163,-178,-4.17435,-12.7362
-162,-178,-4.16732,-12.7362
-161,-178,-4.16033,-12.7363
-160,-178,-4.15338,-12.7363
-159,-178,-4.14648,-12.7365
-158,-178,-4.13963,-12.7366
-157,-178,-4.13282,-12.7368
-156,-178,-4.12606,-12.7371
-155,-178,-4.11936,-12.7373
-154,-178,-4.11271,-12.7376
-153,-178,-4.10612,-12.7379
-152,-178,-4.09958,-12.7383
-151,-178,-4.09311,-12.7387
-150,-178,-4.0867,-12.7391
-149,-178,-4.08036,-12.7395
-148,-178,-4.07408,-12.74
-147,-178,-4.06787,-12.7405
-146,-178,-4.06173,-12.741
-145,-178,-4.05566,-12.7416
-144,-178,-4.04966,-12.7422
-143,-178,-4.04374,-12.7428
-142,-178,-4.0379,-12.7434
-141,-178,-4.03214,-12.7441
-140,-178,-4.02645,-12.7448
-139,-178,-4.02085,-12.7455
-138,-178,-4.01534,-12.7463
-137,-178,-4.00991,-12.7471
-136,-178,-4.00456,-12.7479
-135,-178,-3.99931,-12.7487
-134,-178,-3.99415,-12.7495
-133,-178,-3.98907,-12.7504
-132,-178,-3.9841,-12.7513
-131,-178,-3.97921,-12.7522
-130,-178,-3.97442,-12.7531
-129,-178,-3.96973,-12.7541
-128,-178,-3.96514,-12.755
-127,-178,-3.96065,-12.756
-126,-178,-3.95626,-12.757
-125,-178,-3.95198,-12.7581
-124,-178,-3.94779,-12.7591
-123,-178,-3.94372,-12.7602
-122,-178,-3.93975,-12.7612
-121,-178,-3.93589,-12.7623
-120,-178,-3.93213,-12.7634
-119,-178,-3.92849,-12.7645
-118,-178,-3.92496,-12.7657
-117,-178,-3.92154,-12.7668
-116,-178,-3.91823,-12.768
-115,-178,-3.91504,-12.7691
-114,-178,-3.91196,-12.7703
-113,-178,-3.90899,-12.7715
-112,-178,-3.90615,-12.7727
-111,-178,-3.90342,-12.7739
-110,-178,-3.90081,-12.7751
-109,-178,-3.89832,-12.7763
-108,-178,-3.89594,-12.7775
-107,-178,-3.89369,-12.7788
