"a [mm]","Alpha1 [deg]","Beta1 [deg]","Dphia [deg]","Dthetaa [deg]","Freq [GHz]","Gamma1 [deg]","h [mm]","Hprobe [mm]","numseg []","phip1 [deg]","rprobe [mm]","Rteflon [mm]","Theta [deg]","thetap1 [deg]","Phi [deg]","dB(AxialRatioValue) []"
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,31,2.15937510172654
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,32,2.04902875246587
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,33,1.94261502902047
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,34,1.84023383037268
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,35,1.74197331167978
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,36,1.64790790118963
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,37,1.55809631787236
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,38,1.47257968676938
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,39,1.39137986575593
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,40,1.31449810839108
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,41,1.24191419067087
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,42,1.17358612280719
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,43,1.10945054902219
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,44,1.0494239078934
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,45,0.993404383240858
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,46,0.941274622588535
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,47,0.892905140163676
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,48,0.84815825906241
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,49,0.806892388556944
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,50,0.768966383877146
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,51,0.734243703001717
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,52,0.702596062643582
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,53,0.673906306695313
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,54,0.648070236365298
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,55,0.624997212370908
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,56,0.604609425221688
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,57,0.586839837810595
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,58,0.571628930401562
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,59,0.558920511813257
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,60,0.548656985513037
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,61,0.540774552455581
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,62,0.535198868756698
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,63,0.531841636672112
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,64,0.530598488219372
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,65,0.531348339608433
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,66,0.533954187813864
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,67,0.538265132738066
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,68,0.544119277500922
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,69,0.551347104973013
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,70,0.55977494806381
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,71,0.569228244572313
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,72,0.579534367286087
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,73,0.590524921267627
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,74,0.6020374855707
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,75,0.613916837906689
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,76,0.626015737452066
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,77,0.638195357010707
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,78,0.65032545684864
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,79,0.662284384323753
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,80,0.673958970484606
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,81,0.685244380318416
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,82,0.696043959280929
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,83,0.706269106202666
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,84,0.715839192066629
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,85,0.72468153553865
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,86,0.732731439345389
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,87,0.73993228639018
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,88,0.746235690609264
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,89,0.751601694752176
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,90,0.755999005305173
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,91,0.759405253488428
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,92,0.761807270503801
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,93,0.763201364880775
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,94,0.763593589780398
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,95,0.762999988409739
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,96,0.761446806230342
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,97,0.758970659383773
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,98,0.755618649688235
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,99,0.751448417670851
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,100,0.746528126383449
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,101,0.740936370200736
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,102,0.73476200440947
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,103,0.728103893155078
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,104,0.721070575195807
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,105,0.713779848893166
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,106,0.706358279891661
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,107,0.698940636942114
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,108,0.691669263205865
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,109,0.684693392017745
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,110,0.678168417327864
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,111,0.672255129707247
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,112,0.667118928699004
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,113,0.662929021257093
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,114,0.659857613935889
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,115,0.658079103399355
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,116,0.657769265921399
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,117,0.659104442295019
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,118,0.66226071063874
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,119,0.667413036831542
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,120,0.674734391580676
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,121,0.68439482508175
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,122,0.696560495077659
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,123,0.711392651465372
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,124,0.729046589421086
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,125,0.749670591854978
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,126,0.77340488930078
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,127,0.800380669820745
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,128,0.830719172495814
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,129,0.864530895637786
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,130,0.901914945691479
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,131,0.942958545927913
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,132,0.987736716521151
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,133,1.03631213026366
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,134,1.08873514144765
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,135,1.14504397940681
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,136,1.20526509272826
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,137,1.26941362499368
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,138,1.33749399795944
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,139,1.40950057338061
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,140,1.48541836047259
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,141,1.5652237327118
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,142,1.64888511583214
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,143,1.73636360900904
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,144,1.82761350377239
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,145,1.92258267039799
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,146,2.02121278938318
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,147,2.12343941582486
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,148,2.22919187652127
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,149,2.3383930126358
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,150,2.45095879387869
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,151,2.56679784244716
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,152,2.68581091556413
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,153,2.80789040370369
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,154,2.93291990707198
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,155,3.06077395549879
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,156,3.19131793674808
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,157,3.32440829577973
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,158,3.45989306327774
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,159,3.59761276648777
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,160,3.73740176977354
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,161,3.87909008692885
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,162,4.02250570264073
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,163,4.1674774368484
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,164,4.31383838308116
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,165,4.46142994988299
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,166,4.61010653250349
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,167,4.75974083914737
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,168,4.91022989082191
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,169,5.06150170437179
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,170,5.21352265236999
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,171,5.36630546844319
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,172,5.51991782930157
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,173,5.67449139198753
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,174,5.83023109358034
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,175,5.98742442841507
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,176,6.14645030394543
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,177,6.30778694253991
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,178,6.47201814874128
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,179,6.63983711163669
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,180,6.81204677909471
