"a [mm]","Alpha1 [deg]","Beta1 [deg]","Dphia [deg]","Dthetaa [deg]","Freq [GHz]","Gamma1 [deg]","h [mm]","Hprobe [mm]","numseg []","phip1 [deg]","rprobe [mm]","Rteflon [mm]","Theta [deg]","thetap1 [deg]","Phi [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,2,-3.8432363734049,-12.7211580811353
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,3,-3.64167831742245,-12.7414057170765
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,4,-3.44311633064062,-12.7687493146354
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,5,-3.24775276423443,-12.8038202669703
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,6,-3.05573175840822,-12.8471774086401
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,7,-2.86714597510533,-12.8993127826114
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,8,-2.68204314976959,-12.9606575982294
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,9,-2.50043234254596,-13.0315881576902
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,10,-2.32228979806129,-13.1124315821367
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,11,-2.1475643461487,-13.2034712102541
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,12,-1.97618229508681,-13.3049515735637
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,13,-1.80805178546896,-13.4170828751733
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,14,-1.6430665877916,-13.5400449142916
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,15,-1.4811093410431,-13.6739904090001
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,16,-1.32205424345762,-13.8190476760831
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,17,-1.16576922033781,-13.9753226304349
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,18,-1.01211760734273,-14.1429000687907
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,19,-0.860959400555364,-14.3218442042098
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,20,-0.71215213649685,-14.5121984196693
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,21,-0.565551475452631,-14.7139842120467
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,22,-0.421011569393896,-14.9271993023389
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,23,-0.278385300821508,-15.1518148948969
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,24,-0.137524480515865,-15.3877720784632
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,25,0.00171990993503309,-15.6349773757177
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,26,0.139497351048371,-15.8932974667824
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,27,0.275957224104416,-16.1625531367171
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,28,0.411247999733245,-16.4425125285046
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,29,0.545516137859347,-16.7328838223445
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,30,0.678904680392122,-17.0333075099337
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,31,0.811551539854101,-17.3433484888727
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,32,0.943587509726989,-17.662488266447
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,33,1.07513404445863,-17.9901176311628
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,34,1.20630087750852,-18.3255302196506
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,35,1.33718356320133,-18.6679174679591
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,36,1.46786104127221,-19.0163654783438
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,37,1.59839333077938,-19.3698543402947
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,38,1.72881946177467,-19.7272603996165
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,39,1.85915574839555,-20.0873618527616
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,40,1.98939449596028,-20.4488478386378
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,41,2.11950321777652,-20.8103308978599
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,42,2.24942441573993,-21.170362275175
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,43,2.37907595380973,-21.5274490809014
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,44,2.50835202678008,-21.8800718538495
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,45,2.63712470020675,-22.2267006601323
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,46,2.76524597263812,-22.5658076188601
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,47,2.89255028996672,-22.8958737732214
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,48,3.01885742495463,-23.2153886167479
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,49,3.14397562356038,-23.5228413957196
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,50,3.26770491391194,-23.8167045375084
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,51,3.38984047349422,-24.0954111258895
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,52,3.51017595482891,-24.3573301030327
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,53,3.62850667881021,-24.6007445902326
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,54,3.74463261692757,-24.8238400786578
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,55,3.85836109779301,-25.0247098810242
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,56,3.96950918865413,-25.2013847607079
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,57,4.07790571798054,-25.3518917145291
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,58,4.18339291997751,-25.4743432965331
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,59,4.28582769541025,-25.5670537948191
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,60,4.38508249500318,-25.6286726856071
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,61,4.48104584167598,-25.6583203176477
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,62,4.57362251590731,-25.6557073067198
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,63,4.66273343461153,-25.6212190850334
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,64,4.74831525819649,-25.5559511153032
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,65,4.83031976311722,-25.4616878558848
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,66,4.90871301846144,-25.3408278375361
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,67,4.98347440511249,-25.1962657509617
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,68,5.05459551504635,-25.0312481192544
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,69,5.12207896652556,-24.849220881249
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,70,5.18593716852821,-24.6536852827019
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,71,5.2461910648476,-24.4480740738687
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,72,5.30286888504594,-24.2356546997783
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,73,5.35600492595727,-24.0194612702374
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,74,5.40563838380478,-23.8022534047902
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,75,5.45181225331168,-23.5864978063187
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,76,5.49457230651586,-23.374367473414
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,77,5.53396616041665,-23.167753470758
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,78,5.57004243914907,-22.9682847624353
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,79,5.6028500331553,-22.7773524617428
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,80,5.63243745485965,-22.5961357446062
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,81,5.65885228769959,-22.4256274847558
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,82,5.68214072306471,-22.2666583392845
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,83,5.70234717778372,-22.1199185302245
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,84,5.71951398330304,-21.985976943573
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,85,5.73368113663846,-21.8652974251215
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,86,5.74488610256145,-21.7582523183138
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,87,5.75316365630199,-21.6651333870152
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,88,5.75854575629923,-21.5861603154216
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,89,5.76106143718596,-21.5214869940412
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,90,5.76073671422379,-21.4712057965153
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,91,5.7575944917699,-21.4353500356102
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,92,5.75165447000777,-21.4138947641537
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,93,5.74293304605595,-21.4067560623681
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,94,5.73144320762047,-21.4137889301004
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,95,5.7171944195111,-21.4347838832032
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,96,5.70019250552954,-21.4694623396539
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,97,5.68043953038506,-21.517470874569
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,98,5.65793368832747,-21.5783744257031
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,99,5.6326692070341,-21.6516485439848
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,100,5.60463627687644,-21.7366708089252
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,101,5.57382101695665,-21.8327115681829
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,102,5.5402054901839,-21.9389242159452
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,103,5.50376778010583,-22.0543352975703
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,104,5.46448214217937,-22.1778348188675
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,105,5.42231924163299,-22.3081672469758
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,106,5.37724648902423,-22.4439238135511
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,107,5.32922848303657,-22.5835368645022
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,108,5.27822756800539,-22.7252771346305
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,109,5.22420451114717,-22.8672549462283
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,110,5.16711930153666,-23.0074264186522
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,111,5.10693206959172,-23.1436058063842
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,112,5.04360412225359,-23.2734850272286
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,113,4.97709908526601,-23.3946612695295
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,114,4.90738414004075,-23.5046732500904
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,115,4.83443133862904,-23.6010462147342
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,116,4.75821897638277,-23.6813451305644
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,117,4.67873299806621,-23.7432347382415
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,118,4.59596840955194,-23.7845442717074
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,119,4.50993066388747,-23.8033338040974
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,120,4.42063698754096,-23.7979584636117
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,121,4.32811761012183,-23.7671263175484
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,122,4.23241685893224,-23.7099456717705
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,123,4.13359407846152,-23.6259579607181
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,124,4.03172433452395,-23.5151533234143
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,125,3.92689886331598,-23.377967299007
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,126,3.81922522739623,-23.2152586700649
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,127,3.70882714364213,-23.0282701114249
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,128,3.59584395277248,-22.818574729934
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,129,3.48042970618472,-22.5880126058572
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,130,3.36275185373128,-22.3386219496444
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,131,3.24298952567176,-22.072569448067
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,132,3.12133141330928,-21.7920838652281
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,133,2.99797326554983,-21.499396125741
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,134,2.87311503246686,-21.196688105005
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,135,2.74695770141149,-20.8860513400149
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,136,2.61969988563041,-20.5694559725746
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,137,2.49153423896049,-20.2487295171638
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,138,2.3626437820938,-19.9255445348793
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,139,2.23319823525679,-19.6014139845112
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,140,2.10335045808219,-19.2776928814646
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,141,1.97323309927221,-18.9555848846424
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,142,1.84295555588286,-18.6361525097704
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,143,1.71260133453294,-18.320329799459
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,144,1.58222589473977,-18.0089364379022
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,145,1.45185503846057,-17.702692462096
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,146,1.32148389067185,-17.4022328795892
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,147,1.19107649462544,-17.1081216484197
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,148,1.06056602363657,-16.8208646052263
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,149,0.929855590294609,-16.5409210421002
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,150,0.798819615174207,-16.2687137322344
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,151,0.667305701595928,-16.0046372899174
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,152,0.53513695157407,-15.7490648228673
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,153,0.402114651274536,-15.5023528950422
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,154,0.268021252184987,-15.264844866343
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,155,0.132623576520118,-15.0368727123606
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,156,-0.00432381840756923,-14.8187574528513
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,157,-0.143075172797473,-14.6108083324619
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,158,-0.283889998357928,-14.4133209021541
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,159,-0.427029525281752,-14.2265741459273
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,160,-0.572753140599896,-14.0508267862594
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,161,-0.721314823551463,-13.8863128849053
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,162,-0.872959571949043,-13.7332368352418
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,163,-1.02791980349062,-13.5917678202893
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,164,-1.18641170796438,-13.462033788969
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,165,-1.34863152059219,-13.3441149842307
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,166,-1.5147516835661,-13.2380370425352
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,167,-1.68491686232851,-13.1437636770308
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,168,-1.85923978552248,-13.0611889589003
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,169,-2.03779688305124,-12.9901292252345
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,170,-2.22062370569152,-12.930314670013
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,171,-2.40771012268564,-12.88138072006
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,172,-2.5989953113144,-12.8428593628326
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,173,-2.79436257536382,-12.8141706797898
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,174,-2.99363405845507,-12.7946149489678
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,175,-3.19656545418583,-12.7833658122777
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,176,-3.40284085852477,-12.7794651525104
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,177,-3.61206796106678,-12.7818204825254
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,178,-3.82377383000314,-12.7892057981037
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,179,-4.0374016092216,-12.8002669614554
100,0,0,33.3295,33.5702,1.57542,0,1.524,15.07,19,94.5545,0.65,2.05,90,95.5823,180,-4.25230851140233,-12.8135327304008
